text,class
"@BillKristol @realDonaldTrump your own party is turning against you. We all see you, we know you care only about one thing, yourself. You're done for.    #ResignOrBeImpeached #Corrupt #TrumpCrimeFamily #ImpeachTrumpNow #Liar #LiarInChief #Rapist #Fraud",0
@ICC @cricketworldcup 13 year preparations for this ?#washoutworldcup #ShameOnICC https://t.co/hOBijZtv7m,0
Prominent white supremacists are still on YouTube in wake of ban #Resist #ResistTrump #FuckTrump https://t.co/rS1m7H9Z2C,0
Either rain or  one sided games. This World Cup sucks big fucking time. @ICC @cricketworldcup #ShameOnICC #RainStopsMatch #ENGvsWI #CWC #INDvNZ #WorldCup,1
"Time that the agitating doctors and Mamatadi sat for a chat and resolved the issues. Doctors you may be right and have proved your point, but patients need treatment. Let better sense prevail.#DoctorsFightBack",0
Deleting 33k emails with recipes in them is the real obstruction... 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 #dickhead https://t.co/Ens564GEm5,0
#WorldCup2019 trophy re- designed 😂  #ShameOnICC #CWC19   #RainStopsMatch #Rainyworldcup https://t.co/RpFRxCfkh4,0
@jaketapper Just abysmal. Anything to make Comrade Trump happy. #TrumpIsATraitor,0
"West Indies rocked Pakistan, Pakistan pauper(ed) England, and England scissored West Indies. #ICCWorldCup2019 #ShameOnICC #CWC19",0
The fraudster(s) behind IMA Ponzi scheme    #IMAfraud #IMAScam    https://t.co/eXL1CtNe4f,0
"#SaveTheDoctors | Abhishek Shaw, a second year MBBS student at Calcutta National Medical College and Hospital sustained head injury after miscreants pelted bricks on agitating doctors.     #DoctorsFightBack #DoctorsProtest     Follow live updates:    https://t.co/mhkiR0CPr1 https://t.co/lOTuclhZ66",0
"This is very dangerous !  Can we finally lock him up for sedition now? At the very best, for not protecting the constitution of the United States. At the worst, he is a traitorous Russian agent.  #DumpTrump  #ScumOfTheEarth   #TraitorousRussia  #TrumpIsATraitor  https://t.co/PdgKEHqoh0",1
Doctors please remember that no liberal secular supposedly socialist person has come to support you it's only the bhakts who are supporting you. Do remember who it stands with justice and fair play.#DoctorsFightBack   #राष्ट्र_प्रथम,0
With the real @BorisJohnson running scared &amp; not engaging with the media (unless of course he’s being paid £k’s for it!) or the wider public we will have to make do with @rorybremner #borisdoesnotrepresentme #BorisJohnsonLies #BorisJohnsonShouldNotBePM https://t.co/07lkI3m5kT,0
"If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6    Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind    Final  Ind vs NZ  (If rain continues), NZ - India will win jointly 🤣🤣   #ShameOnICC",0
Trump said something about China that isn't even close to true #Resist #ResistTrump #FuckTrump https://t.co/uomdpLPUGr,0
Wow this fucktard really just said that he wouldn't have allowed Kim Jung Un's haha brother cooperate with the #CIA under his presidency #WTF #FuckTrump #BeScared https://t.co/EVJ2T4Q1Od,1
Doctors are not punch bags 😠😠😠 #BengalDoctorsStrike #DoctorsProtest #DoctorsFightBack #DoctorsStrike #doctors_against_assualt,0
@realDonaldTrump Did I forget to wish you a VERY HAPPY  #JohnMcCainDay   #ImpeachTrumpNow   #TrumpIsATraitor,0
"It’s a good thing that @TheRealOJ32 clarified that all of the other OJ accounts are fake... wouldn’t want anyone, you know, compromising his reputation or anything crazy. A lot of bad people out there #murderer https://t.co/Rbs9clxSpm",0
Trump Says in Oval Office Interview If Russia Offered Dirt on His 2020 Opponent He’d Do Exactly What He Did Before—Take It #Resist #ResistTrump #FuckTrump https://t.co/mGM7eImay6,0
"Breaking News. After all the controversies, Dhoni decides how to tackle the issue for Sunday's #IndvAus Clash. 😀    Decides to Parajump into the ground with the badges !!!   #DhoniKeepsTheGlove   #DhoniKeSaathDesh https://t.co/4IQ9ELIPCr",0
Slazenger Footwear from Rs.449 @ 88% Off    https://t.co/jlltfTlHKl    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,0
@MyloMegha Here everyone supports doctors &amp; mamta get slap on her face which has oozing with arrogance !  You can say   👋SLAP 👋 OF THE CENTUARY !   #DoctorsFightBack,1
"@tapatiotaylor Every morning I wake up hoping I have an alert on my phone saying @realDonaldTrump has died from a massive stroke or heart attack. Him being assassinated would be more ideal, but I’ll take his own body giving out. #fucktrump",1
@nealxg This is an insult to real Americans!! #TrumpSupportersarestupid #trumpisatraitor #trumpisaliar #TrumpIsAMoron #fucktrump,0
Sarah Sanders failed in almost every aspect of her job #Resist #ResistTrump #FuckTrump https://t.co/dZWdVrtnc0,0
He sounds and acts like Steven Seagal doing his best (or worst) version of a New York tough guy. Or is this an outake from the Sopranoes? #TrumpResign #TrumpIsATraitor #TrumpMustResign #TrumpsAnInternationalDisgrace https://t.co/WvvYJwy2yC,0
Do you think ICC not giving permission to Dhoni to use gloves with Army Insignia sign is justified?  #DhoniKeepTheGlove #ICCWorldCup2019 #BalidaanBadge #IndiaWithDhoni #dhonikeepstheglove,0
If I haven’t said it today FUCK TRUMP 😂🤷‍♀️ #fucktrump,1
@GOPChairwoman @PressSec @realDonaldTrump How about a statement on Donald's interview with @GStephanopoulos?    #TrumpIsATraitor,0
"Trump politicizes Mexico deal, adding to doubts it is a mirage #Resist #ResistTrump #FuckTrump https://t.co/GtKalivYaS",0
The #Hypocrisy of @BorisJohnson in its full glory!  The man is a fraud #Brexit is his con.   #Boris   #BorisJohnsonShouldNotBePM  #ToryLeadershipContest   #ToryLeadershipDebate https://t.co/B9xrkE2J24,1
I thought they are getting down but dhoni's glove argument made me think twice about everything I mean what kinda of intolerancy they are facing from the insignia basically every indian should say something because that insignia is the pride 🇮🇳🇮🇳 #DhoniKeepsTheGlove,0
#indianmedia @aajtak @ndtvindia @IndianExpress don't u guys wonder only team to have played all there matches in this raining summer have been #England &amp; #Australia rest all have 1 or 2 matches washed-out..how come there is no rain interruption at there venue..#ShameOnICC #ICC,0
Happy #JohnMcCainDay !     #FuckTrump   #ImpeachTrumpNow https://t.co/ggcFanQCJ5,0
"@ToniJarvis15 @JudicialWatch @TomFitton @realDonaldTrump The proof is called “The Mueller Report”. You too can read the redacted version, as a citizen of the United States I felt it was my duty to read. #TrumpIsATraitor",0
India vs Pakistan match should arrange @cricketworldcup on space centre to avoid rain.    #ShameOnICC   #INDvsPAK,0
"I still can't believe that #MURDERER #OJ_Simpson got away with it... There is no justice in this world. Hay juice, do the world a favor and crawl into a wood chipper...💩💩💩💩 https://t.co/X5Ydi9KIsp",0
"@realDonaldTrump You sound scared donnie, but of whom? #TrumpIsScared #TrumpIsATraitor #ImpeachDonaldTrumpNOW https://t.co/cMju29UWZV",0
Entitled privileged attitude of the British elite establishment mafia ruling class..... says it all and why #borisjohnson #BorisJohnsonShouldNotBePM #C4Debate https://t.co/PGlPM3Kv9q,0
Itne badhe event k liye proper planning krna chahiye tha....dranege system and comfortable cover ka use hona chahiye tha...is trh kaise hr match cancel hota rhega✊👊👊🤛😡😡😡 #ShameOnICC,0
"All those Tukde tukde gang award wapasi gang , democracy in danger gang etc   Don't consider doctors as part of society   These draculas have no sympathy for doctors   Only they want is VVIP treatments   Shame on them   #DoctorsFightBack",0
#unfollowtrump Happy #JohnMcCainDay #fucktrump https://t.co/LYFf3kMYgU,0
"@sagenaradamuni @bjptarunchugh @NaMo_Ganesh @HarishK04131926 @HIMESH_SS @mattarhegde @YashpalBJP @DheerajGbc @Harvansh_Batra @VictoryForNamo @narendramodi177 @LillyMaryPinto @narendramodi @sukanyaiyer2 @meenakshisharan @Meenu_71 @RamsaBJYM @bakoriya_kirti_ @sanghavideepa @OnlineRajan__ @samar97189157 @PatelOnTop @AjayPandey__ @DebashishHiTs @ankitasood13 @hindustanse @MahiHerambha @hindu_blood @SmithaDutt @vanitajain21 @Reema_bjp @Narendramodi_PM @Narendrap86 @TigerNaMo @aarohi923 @draksbond @jadonpriyanka @NazlinShaikh @AmitShah @iNarendraModiG @Gravim71 @pehadiya @prasura123 @Lotusfeetns @MajorPoonia @GautamGambhir @PrakashMishra_1 @SureshM46 @pandey_indrani @madhukishwar People who r scared with #Modi r saying there is no #ModiWave. India is witnessing mammoth crowd across Bharat to listen to #NarendraModi ji. I am Happy with #VadrasFlee &amp; #NoBandhan with Congress. With this, #May23 is sure about #ModiAgain #ModiAgainSaysIndia #CongressMuktBharat https://t.co/vGEp4vskIJ",0
@ChrisEvans Johnny in Fantastic4   #missioncomplete #dickhead,0
"@alantravis40 @ProfTimBale It would be irresponsible for Tory MPs to opt for #BorisJohnsonShouldNotBePM, perhaps more irresponsible than holding a 50% threshold referendum.  For the Country’s and Party’s sake please go for @RoryStewartUK!",0
Man of the match RAIN  Man of the series RAIN  winner of world cup 2019 RAIN  The trophy of WORLD CUP 2019 thrown in sea.  #ShameOnICC,0
@realDonaldTrump If you were a good person no one would believe the 'lies' told about you and you wouldnt have to waste your time defending yourself. Perhaps you are really just a #douchebag Accepting this reality will be the first step in recovery.,0
"The logo on his glove can't change in results on the field.  Sports is a way to Compete with opponents, Not war with enemies, Using the logo of military on his glow gives the message of irrelevant dominance that can lead to distress. So unprofessional of him #DhoniKeepsTheGlove",0
@lizpeek @rdnagy Says someone who doesn't know how to punctuate.  #TrumpIsATraitor,0
"@realDonaldTrump Dude ... you’ve all but admitted your crimes.  Give it a rest - we all know you’re guilty, inept, uneducated and crapping all over the Constitution.  #TrumpIsATraitor  #russiaownstrump #CorruptGOP",1
@ICC mindly disturb to the Indian team in world cup matches  1.. Bumarh medical test and   2..Dhoni gloves issue   @BCCI  To take care Indian squad ICC only focused on Indian squad please take care our  squad #DhoniKeepTheGlove #DhoniKeepsTheGlove,0
@NPAShq I saw the helicopter UKP04 circling around Culcheth. I'm a citizen concerned for my safety so please can you tell me what has happened? #ukp04 #npas #culcheth #murderer #missingperson #prisonbreak #escapedprisoner #alien #polarbearwithchlamydia #policechase #serialkiller,0
"Being LGBT is now the height of respectability, while being Toby Young is morally suspect. #TobyYoung  #cishet #Dickhead https://t.co/40pDt6lCz6",0
Violence is not the answer. It doesn't get you what you've lost nor does it give you the satisfaction of justice. Doctors deserve better than this.   #DoctorsFightBack #Srinivasdubba,0
"One of the noble profession I feel personally is Medical profession aka Doctor's, I've seen so many doctors who cares and treats patients with utmost diligence whatever happened in Kolakatta not at all acceptable and CM response on incident disgusting #DoctorsFightBack",0
@RWPUSA @NorCalAntonio @nytimes #TrumpIsATraitor  He should be long gone by now.,0
@realDonaldTrump I love it when you have these childish tantrums! Lol! #fucktrump #iamachild #smallpenis,0
This must surely give the other candidates hope ...  #BorisJohnsonShouldNotBePM https://t.co/WFKFlmttKv,0
"#Rangzen people, #watchout for this fake activist from sabotaging our #FreeTibet movement.     #Tibetans #humanrights #BoycottChina #Dharamsala #March10 #Tibetan #DalaiLama #TibetCause https://t.co/GNN0nn6fDF",0
"#BoycottICC #BoycottWorldCup Mahendra Singh Dhoni's love for the Nation, Armed Forces and Soldiers has been intact which is truly commendable. He is Nation's Hero. No one represents our Country better than him. I stand with #CWC19  #DhoniKeepsTheGlove #DhoniKeSaathDesh https://t.co/7tH2EWQtgp",0
Hear's hoping to soon being able to wish #POTUS45 a happy birthday when he is a private citizen.    Happy Holidays and Happy Flag Day!     Only thing that makes sense to me re #trump.    https://t.co/Tj9H30Ac4e    #FlagDay2019 #TwilightZone #TrumpIsATraitor https://t.co/87hqTqAi15,0
So what's @BorisJohnson had to say for himself at this #C4debate then?     😂😂😂     #Dickhead #TurnUpYouSpoon,0
"The NRA begs gun nuts for donations, spends lavishly on its board of directors and execs #Resist #ResistTrump #FuckTrump https://t.co/AibHbynDzK",0
@navikakumar How is this picture bears any relevance to #DoctorsFightBack protest? Who is the editors who are charged with content publishing?    @OpIndia_com https://t.co/zST98AW90r,0
"@robreiner YOU ARE TALKING EXACTLY ABOUT YOURSELF!! YOU #Hollyweirdos are a bunch of #rapist, #ChildMolesters #Pedos, #MarriageIsBetweenAManAndWoman, #sexist, #Tramps, #Whores, #SexTrafficers",0
@Kokomothegreat So stupid it's scary. #IdiotTrump,0
How a California Community Helped Hundreds of Migrants the Border Patrol Dropped at a Greyhound Station #Resist #ResistTrump #FuckTrump https://t.co/ae9VXxAk06,0
Weather forecast before big tournaments are the basic things which is not done by @ICC also the worst umpiring is not seen.. coz @ICC is too busy arguing about @msdhoni's gloves! WOW great right!!! .. Aga icc padhavi vilaga vendrum😂😂  #DhoniKeepsTheGlove   #ICCWC2019,0
@TheRealOJ32 Hey @TheRealOJ32 these hashtags came up under your name for some reason...  #murderer #killer #guilty #guiltyAF #doublemurder #brentwood #nakedgun,0
@TheRealOJ32 Hey OJ! You need work? I've got some trees that need trimming and I'm looking for someone that's good with a blade. #murderer #rotinhell,0
"#ShameOnICC    If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6    Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind    Final  Ind vs NZ  (If rain continues), NZ - India will win jointly 🤣🤣.",0
Pakistani players offered Namaz many times on ground then never get objection from ICC..  But MS Dhoni can't wear army insignia Gloves ??   #DhoniKeepsTheGlove,0
"@FirstpostSports @VedamJaishankar EXACTLY. #ShameOnICC @ICC rain and such interruptions which are pretty normal in England at this time of the year, and that is the most vexing part of the whole botched-up scheduling.",0
@nytimes Whoever brought the charges against him should themselves be brought up on charges. #HumanRights #FuckTrump,0
@ANI @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/QYuuYcV85O,0
"@YourboyQ254 Last year at Wembley, a Seahawks fan was shouting break his legs nearly every play #dickhead",0
@narendramodi @AmitShah @HMOIndia @PMOIndia @sambitswaraj @RakeshSinha01 @nsitharaman @BJP4India @OfficeOfRSP @rsprasad @smritiirani  🙏  We don't need to check D.O.B of a #Rapist.  If he is matured enough to Rape.  He is matured enough to be #Hanged.,0
"@realDonaldTrump Tremendous crowds? I was there this afternoon, and this was the scene 😂😂😂. Check out the protests tomorrow #fucktrump https://t.co/jYqM2q7n9b",0
Well I laughed.   #dickhead https://t.co/hcQ1mlatgU,0
"Aw, come on, man! @realDonaldTrump getting trolled on his birthday? 🎂 Son of a bitch! On #JohnMCainDay?! Aw, damn it! Looks like #WreckItRalph is going to crash the party tonight.     #TrumpCriminalInvestigations #TrumpBirthday #TrumpIsATraitor #FactsFirst #FlagDay #FathersDay https://t.co/PljQIjnQQJ https://t.co/sbDmJCMJT6",1
#FEC Responds To #Trump Admitting He'd Commit A Felony To Win 2020 #TrumpIsATraitor #VoteBlue2020  https://t.co/gryvUprvWQ,0
"The replies to this tweet illustrate the difference between Facebook and twitter in Tennessee. 😃😃😃 also, #FuckTrump. https://t.co/s1TtVX2nyR",0
@realDonaldTrump Try all you want to Fat Donny. You are the WORST president in the history of our great nation. You will FOREVER be known as America’s Russian Manchurian president. #TrumpForPrison #TrumpIsATraitor,1
"@kayleighmcenany Give it up Kayleigh! Trump base may buy what you are selling but most of us who have been paying attention don't. Nice deflection, which has always been your signature   #ReadTheMuellerReport   #TrumpObstructedJustice   #TrumpIsATraitor",0
Trump waves text of Mexico deal in front of reporters — but refuses to detail what it says #Resist #ResistTrump #FuckTrump https://t.co/mDEQzNTBLN,0
@cmackinlay @BorisJohnson @Conservatives @BackBoris “I’m backing him because 65% of my people said to and not because I actually have an opinion or a spine of my own” #dickhead,0
CNN reporter: Sanders hasn't held a briefing in 94 days #Resist #ResistTrump #FuckTrump https://t.co/cvplDrfJd5,0
#DoctorsFightBack Angry Relatives Of Patients roughing up &amp;  mishandling Doctors is old story. So is protest by Doctors to counter such misbehaviour. But BJP has achieved a first by converting this into Muslims vs Doctors. @Shehla_Rashid @khushsundar @ashamishra @DrPushpaAmarnat,0
Happy Birthday President Trump? How about #FuckTrump and fuck #TrumpBirthday? https://t.co/kMWgMk1051,1
stop violence against doctors 🥼 https://t.co/RW5uCUuCiE  #DoctorsFightBack,0
Happy #JohnMcCainDay   Happy #JohnMcCainDay   Happy #JohnMcCainDay   Happy #JohnMcCainDay     #ImpeachTheMF   #ImpeachTrumpNow   #ImpeachDonaldTrumpNOW   #ImpeachmentInquiryNow   #ImpeachmentHearingsNow   #fucktrump   #fucktrump   #FuckTrump https://t.co/nPduIkq1kG,0
@TheRealOJ32 Coming soon to what? Confess your guilt? To kill again? To pay your civil debit? To rob again? To pretend you are still loved? You are a murderer. You will always be remembered as the man who got away with murder. No more juice.  #NicoleBrownSimpson   #RonGoldman   #murderer,1
If @ICC has any problem with @msdhoni Indian army's insignia then he should get a tattoo done for himself like @imVkohli or @hardikpandya7 to keep ICC's mouth shut |{https://t.co/Rq3fEYRGkq}  #DhoniKeepTheGlove #DhoniKeepsTheGlove #DHONI #IndianArmy #dhonigloves #DhoniKeSaathDesh https://t.co/fzc8scTEWZ,0
#MalcolmNance Says #TraitorTrump Committed A Crime By Inviting More Election Interference #TrumpIsATraitor  https://t.co/HOzdDOjpRt,0
This! #DitchMitch2020 #FlipSenateBlue2020 #VoteBlueNoMatterWho2020 #VoteBlue2020 #DoYourJobMitch #resist #FuckTrump #ResistTrump #TheResistance #VoteBlueNoMatterWho #VoteBlueToSaveAmerica #Resistance https://t.co/FFPMrCV1z7,0
Raptor fans are pathetic cheering for an injury #douchebag #NBAFinals #warriors #Raptors,0
"To all those #Citizens who are not BOTHERED about #doctors,   You will only be BOTHERED when doctors stop BOTHERING !    #DoctorsFightBack   #DoctorsProtest  #SAVETHESAVIOUR",0
@GlobalCalgary The Mayor @nenshi seemed far less concerned when he was pissing away millions on his Olympic legacy bid #dickhead,0
@ktumulty #IdiotTrump So assassination is not as bad as what he’s experienced. #GlobalEmbarassmentTrump #TrumpForPrison,0
#ShameOnICC    bcci for icc.. after worst management from icc..  'Important ye nhi voh chutiya hai  Important ye h ki voh hmara ladka..Hai..' 😂😂  #ICC #RainStopsMatch #ICCWorldCup2019 #CWC2019,1
"Dhoni will have to remove dagger insignia from gloves, says ICC  #IndiaWithDhoni #DhoniKeSaathDesh #DhoniKeepsTheGlove #BCCI https://t.co/LYpsKNvfmj",0
@MickySherriff73 Absolutely. Utter joke that he is even being considered. Clueless doesn’t even begin to cover it #BorisJohnsonShouldNotBePM,0
@teluguinnews #DoctorsFightBack  #DoctorsProtest #India  Junior doctors in #Telangana hold protests in support of West Bengal doctors - India Today https://t.co/a3wklhw7J9 #WestBengal,0
#ShameOnICC   We cricket lovers waited 4 years to witness this greatest Cricket tournament. And all the enthusiasm is now washed away by the rains in England.  ICC should have Focused more on #CWC2019 venue  than on someone's glove. 😏,0
House committee passes bill to block Trump admin immigration changes #Resist #ResistTrump #FuckTrump https://t.co/6v52bNwxnl,0
That is just tyrannical and insane! #FuckTrump #WaterProtectors #NoPipelines #PowerToThePeople https://t.co/eLEgBMqGR6,0
Warner Brothers: Teenage Mutant Ninja Turtles ('90) Special Edition  Sign the Petition https://t.co/cauc2TxpeX via @Change #tmnt #Nickelodeon #sistercompany #NintendoDirectE3 #NBAFinals #aqachemistry #TuesdayMotivation #NintendoDirect #RedLine #newline #E32019 #resist #fucktrump,0
"@themilwaukeemob In one interview, #attorney #StevenGreenberg referred to #GaegeBethune, a convicted #murderer, as the real victim. @Justice4Pravin",0
@onefortySujit #ShameOnICC  ICC want something  fast and result  some one meet yamdut #WorldCup2019 https://t.co/LaAeT3nfBh,0
#WestBengal #DoctorsProtest #KolkataViolence #protests #DoctorsStrike #DoctorsFightBack #BengalDoctorsStrike    #Bengal Doctors’ Protests Gain Momentum; Nearly 300 Doctors Resign In West Bengal https://t.co/YOkreHENLK,0
According to @ICC rule @msdhoni shouldn't wear the #BalidaanInsignia and Indian shouldn't always take the advantage of it's population.   #DhoniKeepsTheGlove   #DhoniKeSaathDesh   #IndvsAus   #DhoniAtCWC19   #DhoniKeepBalidaanBadgeGlove,0
All the best to #TeamIndia for another swimming competition on Sunday against   #India 🇮🇳 #Pakistan. 🇵🇰     #INDvPAK #ShameOnICC  #CWC19 #CWC19Rains ☔☔ https://t.co/KtTKeIIUm7,0
"@paulwaugh @BorisJohnson #borisjohnson shows he is a coward and can't debate in a live format because of all the lies, broken promises he's made like the changing wind.  #IfnotgetagripmanupandgetoutthereandtellusotherwiseitsallBallsandNOTtobetrusted  #BorisJohnsonShouldNotBePM",1
@RepBarbaraLee They don’t have the authority or legal right to do 98.5% of the shit they’re doing &amp; yet HERE WE ARE #TrumpIsATraitor #TrumpIsACriminal #AmericansForImpeachment #IndictTrump,0
"@MattHancock Oh goody, a marmite Tory leader attempting to deliver the marmite policy of Brexit. Best estimate you've boosted your 21% in the polls to 25%. Its still not enough to win the next election  #BorisJohnsonShouldNotBePM #NoBrexitPlan #NoDealCatastrophe #StopBrexitSaveBritain",0
WHoa 😮... WtF this shit is crazy 🤔🧐🤦🏾‍♂️ #rapist #pedophile   https://t.co/COvneyszzY,1
#EastTurkistan World Wide Demonstration for Beijing Olympic. (Japan)  https://t.co/PsjNnzYpP1  #Uyghur #FreeUyghur #BoycottChina #ウイグル #RT,0
#ICC what are you doing icc.why did you held the #CWC19 at england.#ShameOnICC,0
Orenthal has joined Twitter. #Murderer,0
#ShameOnICC  Britain better pray that #INDvPAK doesn't get rained out.     There will be riots otherwise.,0
"Between this fight of TMC &amp; BJP, these doctors are paying price of doing their work with dedication.    A junior doctor in BHCM was beaten to an extent that his skull fractured and he is fighting for his life in ICU.    I fully support #DoctorStrike.🙏    #SaveBengal #DoctorsFightBack https://t.co/ZiT8qUzVEZ",0
So Marco Rubio thinks I’m a #traitor because I don’t necessarily believe the habitually #lying @POTUS or the #murderer Mohamed Bin Salaam. I don’t believe the lying #murdering Iranian Clerics either. Fuck Marco Rubio’s dumb ass.,1
You could make a drinking game every time Hannah jumps up on one of the bachelor's and wraps her legs around him. #barf #bachelorette #TheBachelorette @Andy @TMZ @HarveyLevinTMZ   #lukep #lukepisadick #kicklukepout #dickhead #fakeasfuck,0
@cricketworldcup I will identify this kit by the his bag and pads the name of this legend is @msdhoni 🇮🇳🇮🇳🇮🇳  #DhoniKeepsTheGlove #CWC19,0
"@realDonaldTrump That is none of your business!    That Mayor tells the truth so naturally you hate him.    Slander, lies and hatred. The Trump mantra!  #TrumpIsNotAboveTheLaw  #TrumpIsANationalSecurityRisk   #TrumpIsATraitor   #TrumpCriminalInvestigations https://t.co/jyPtS4nBtx",0
@BBCr4today @BorisJohnson @JamesCleverly The EU has already said no..   This means no deal.  Parliament has already said no..  This means Johnson is screwed.    Also why isn't Johnson doing interviews.     #BorisJohnsonShouldNotBePM,0
This Central Park 5 show is tough to watch. #FuckTrump,0
@ShefVaidya @MamataOfficial It is really if you got stroke any one is delaying to give treatment you come to know so support @MamataOfficial #DoctorsFightBack,0
Bless our @tedlieu. #TrumpIsATraitor #TrumpMustGo #TrumpMustResign https://t.co/ldOL3IJQcM,0
#FuckTrump  'Happy Birthday Mr. President' I hope all them candles blow in the direction of that sprayed hair . Sticky looking Mother Fucker with no soul. Aint it time for him to see a Dr. ?? He is long past due.,1
@ICC @icc please ask @ECB_cricket  to remove this logo   #DhoniKeepTheGlove   #DhoniKeepsTheGlove   #WorldCup2019 https://t.co/E20WzivLl1,0
@Markfry809 I blocked him!  #MURDERER,0
#IMAJewels   #Imafraud   Why is Ima Jewels Scam isn't a national news No big media house is covering this news on big level   The people of #Bengaluru have been cheated in this Fraud   We hate selected media coverage  @Republic_Bharat @abpnewstv @ZeeNewsHindi @Mimansa_Zee @dibang,0
Too #innocent to be a #murderer. The Strange Killer: A Gripping Mystery Novel (The Missing Thieves Book 4) by ... https://t.co/WUUiCzM6Jc via @amazon,0
"So apparently 59% of the population wouldn’t buy a used car from #BorisJohnson . Used car, leadership of our country... guess all the same really. Either way, we’re heading for a crash... #BorisJohnsonShouldNotBePM #ToryLeadeshipContest #politics",0
Elizabeth Warren wants Congress to uphold its duty and impeach the President #Resist #ResistTrump #FuckTrump https://t.co/vXkJlwnPn1,0
#DoctorsFightBack disagree fr special protection to doctors.@MamataOfficial should given dem confidence dat all r safe in WB.all citizens r protected by law dats it.Assualt on doctor should b investigated &amp; leniency frm doctor perspective should als b investigated in Kolkata case,0
"Looks like 11th team(rain) is playing in ICC cricket World Cup 2019,and playing well indeed...#ShameOnICC #ICC",0
@ICC  keep ur focus on umpiring then to have focus on dhoni's gloves....  #DhoniKeepsTheGlove,0
"This must be watched, brilliant. We need more calling out, but from the UK press please now. 'Not just looks like a fucking moron, but actually IS a fucking moron'. #BorisJohnsonShouldNotBePM #StopBoris https://t.co/xDbtQYdpVJ",1
@OmarAbdullah Shujaat Bukhari's murder was pre planned by Indian agencies and u like politicians... #murderer of innocent Kashmir's,0
"Max Hastings, ex editor of Telegraph:    “Boris Johnson is one of the most brilliant and entertaining journalists that I know, but the tragedy is he thinks he is Winston Churchill - when in reality he is Steve Coogan” ..    #BorisJohnsonShouldNotBePM  #BollockstoBrexit  #PeoplesVote https://t.co/02ViOqsLrH",0
now every time i log in to twitter..there is some shaming going on.    #ShameOnKaranJohar  #ShameOnRohitShetty    And now-  #ShameOnICC,0
"Wonderchef Power Aluminium Pressure Cooker Set, 3-Pieces, Silver  @ Rs.2199 (mrp-4000)    https://t.co/h7Apj5mnTd    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll",0
"@realDonaldTrump   #realdonaldtrump #fucktrump #trump2020  GETTIN READY TO WATCH FOX N FRIENDS WITH MY IDIOT BUDDY, DOG VOMIT TRUMP https://t.co/BAGmLwBQzF",1
Just tried writing a tweet in the search bar🤦‍♂️ #dickhead #toohigh,0
oval office moron. &lt;heavy sigh&gt; #fucktrump https://t.co/modDhxOL5X,1
"@DanScavino @realDonaldTrump @AF_Academy He only did that because it feeds his ego. Try and criticize him and it doesn’t matter who you are, you will be attacked until and beyond your death! #JohnMcCainDayJune14th #TrumpLiesEverytimeHeSpeaks #TrumpIsABully #TrumpIsADictatorWannabe #TrumpColluded #TrumpIsATraitor",0
@realDonaldTrump Your still at 40% for the national average. Once again you're confusing Obama's rating of 50% as your own.  #FUCKTRUMP   #FUCKTRUMPSUPPORTERS   #FUCKREPUBLICANS,0
If only ICC Officials focussed on planning the schedule and venue of World Cup 2019 as much as they focus on MS Dhoni's gloves. 😤😤😤 #INDvNZ #NZvIND #CWC19  #INDvPAK #PAKvIND #INDvNZ #NZvIND #CWC19    #TeamIndia     #CWC2010 #Dhoni #dhonikeepstheglove,0
but why are we giving a mass murderer a standing ovation?? #murderer https://t.co/V8NrBDGmI1,0
"Yes, next time you brutally murder two people, you can tweet it out to all your followers! Picture broadcasting from the back of the Ford Bronco, LIVE on Twitter!   #OJSimpson #THEJUICEISLOOSE #murderer #rememberNicole #rememberRon https://t.co/5YRuTjIDG3",0
"@TheRickWilson Well he figured he git away with it the first time, why not do it again.    #ImpeachImprisonTrump  #TrumpIsATraitor   #LockTrumpUp",0
Would have loved to have seen these fingers broken. #GoAway #douchebag https://t.co/XFIVia6rGe,0
"He screwed up both education and the justice system and now wants to replace Vat. He has no idea the implications of the financial cost, not only on purchases but the whole accounting system. #MichaelGove #dickhead",0
@realDonaldTrump Why does the leader of the free world find the need to even care about the mayor of a city in another country????  #Pathetic #Sociopathic #Douchebag,0
